Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,Workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,Complaintfiled,ComplaintResolved,ComplaintYears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
58,Female,High,Research & Development,2,Yes,No,Rarely,5,40,2,No,,,13,2,24,6,0,No
43,Female,Low,Research & Development,1,Yes,No,Rarely,2,40,3,No,,,12,1,6,5,1,No
47,Female,High,Research & Development,1,Yes,Yes,Rarely,2,40,4,No,,,11,1,26,26,3,No
35,Male,High,Research & Development,3,Yes,No,Rarely,7,40,3,No,,,21,5,17,8,1,No
25,Male,Medium,Sales,1,Yes,No,Rarely,5,40,3,Yes,No,4,11,1,6,6,0,Yes
31,Male,Medium,Research & Development,1,Yes,No,Rarely,22,40,3,No,,,15,3,10,10,6,Yes
32,Female,Medium,Research & Development,3,Yes,Yes,Rarely,5,40,2,No,,,12,2,12,7,2,No
46,Male,Medium,Research & Development,6,Yes,No,Rarely,13,40,2,No,,,14,3,19,10,0,No
38,Female,Medium,Sales,0,Yes,No,Rarely,7,40,4,Yes,No,1,20,5,8,7,0,No
43,Male,Medium,Research & Development,5,Yes,No,Rarely,27,40,2,No,,,12,1,8,6,0,No
34,Male,High,Sales,2,Yes,Yes,Rarely,4,40,4,Yes,Yes,2,13,2,9,5,1,No
43,Male,High,Research & Development,1,Yes,Yes,Rarely,12,40,2,Yes,Yes,2,11,1,25,25,3,No
30,Male,Medium,Research & Development,1,Yes,No,Rarely,1,40,4,Yes,Yes,2,12,1,10,10,3,No
36,Male,Medium,Sales,1,Yes,Yes,Rarely,2,40,3,Yes,Yes,1,13,2,10,10,9,No
36,Male,Low,Research & Development,1,Yes,No,Rarely,6,40,3,No,,,14,3,7,7,1,No
28,Male,Low,Research & Development,1,Yes,Yes,Frequently,1,40,2,No,,,15,3,1,1,0,Yes
35,Male,Medium,Sales,0,Yes,Yes,Rarely,18,40,1,No,,,16,3,6,5,0,No
34,Male,Low,Research & Development,1,Yes,Yes,Rarely,1,40,4,No,,,12,1,10,10,8,No
35,Female,Medium,Research & Development,1,Yes,No,Rarely,21,40,4,No,,,25,5,10,10,0,No
55,Male,Low,Research & Development,8,Yes,No,Rarely,2,40,4,No,,,20,5,19,5,0,No
41,Male,Low,Research & Development,4,Yes,Yes,Rarely,14,40,3,No,,,12,1,13,9,1,No
28,Male,Low,Human Resources,1,Yes,No,None,1,40,4,Yes,No,3,15,3,3,3,2,No
52,Female,High,Research & Development,3,Yes,Yes,Frequently,25,40,4,No,,,22,5,31,9,0,No
39,Male,Medium,Sales,3,Yes,No,Rarely,21,40,4,No,,,12,1,8,5,1,No
31,Male,Low,Research & Development,0,Yes,Yes,Rarely,2,40,4,No,,,18,4,3,2,2,No
26,Male,Low,Research & Development,1,Yes,Yes,Rarely,17,40,3,Yes,No,2,15,3,3,3,0,No
46,Male,High,Research & Development,9,Yes,No,Rarely,1,40,4,No,,,17,4,23,2,2,No
49,Male,High,Research & Development,2,Yes,No,Rarely,4,40,3,No,,,13,2,23,1,0,No
58,Male,Medium,Research & Development,2,Yes,No,None,1,40,3,Yes,Yes,1,13,2,12,5,1,No
29,Male,Medium,Research & Development,0,Yes,No,Rarely,9,40,4,No,,,17,4,4,3,2,No
20,Male,Low,Sales,1,Yes,Yes,Rarely,21,40,4,No,,,17,4,2,2,2,No
42,Female,High,Research & Development,3,Yes,Yes,Frequently,26,40,1,No,,,17,4,20,1,0,No
36,Male,Low,Research & Development,4,Yes,Yes,Frequently,23,40,4,No,,,17,4,17,5,0,No
35,Female,High,Research & Development,1,Yes,No,Rarely,9,40,3,Yes,Yes,1,20,5,17,17,5,No
56,Female,Medium,Sales,4,Yes,No,Rarely,11,40,1,No,,,16,3,6,0,0,No
47,Female,Medium,Sales,0,Yes,Yes,Rarely,2,40,4,No,,,22,5,8,7,7,No
52,Male,High,Sales,1,Yes,No,Rarely,3,40,1,No,,,11,1,34,34,1,No
30,Male,Medium,Research & Development,3,Yes,No,Rarely,1,40,3,No,,,21,5,7,2,0,No
55,Female,High,Research & Development,2,Yes,Yes,Rarely,2,40,4,No,,,13,2,30,5,1,No
35,Male,High,Research & Development,2,Yes,No,None,11,40,1,No,,,13,2,10,4,2,No
35,Male,Low,Research & Development,4,Yes,No,Frequently,1,40,1,Yes,Yes,1,13,2,5,3,1,No
45,Male,Medium,Sales,0,Yes,No,Rarely,2,40,3,No,,,13,2,9,8,3,No
30,Male,Low,Research & Development,1,Yes,Yes,Rarely,7,40,3,No,,,13,2,10,10,8,No
34,Female,Medium,Sales,9,Yes,Yes,None,4,40,3,No,,,15,3,6,3,1,No
28,Male,Low,Research & Development,2,Yes,No,Rarely,2,40,3,No,,,11,1,5,0,0,Yes
34,Male,Medium,Sales,8,Yes,Yes,None,19,40,4,No,,,13,2,9,5,0,Yes
28,Male,Low,Research & Development,5,Yes,Yes,Rarely,24,40,3,No,,,14,3,6,4,0,Yes
33,Male,Low,Research & Development,6,Yes,Yes,Rarely,8,40,1,No,,,19,4,14,10,7,No
35,Male,Low,Research & Development,1,Yes,No,Rarely,28,40,3,No,,,17,4,10,10,6,No
34,Male,Medium,Sales,1,Yes,Yes,Rarely,2,40,4,No,,,22,5,6,6,1,No
27,Female,Low,Research & Development,1,Yes,No,Rarely,5,40,2,No,,,12,1,4,4,1,No
29,Male,Medium,Sales,9,Yes,No,Rarely,10,40,3,No,,,11,1,8,5,1,No
32,Male,High,Research & Development,8,Yes,Yes,Rarely,5,40,4,No,,,24,5,8,1,0,No
37,Male,Medium,Sales,1,Yes,Yes,None,19,40,2,No,,,13,2,10,10,0,No
31,Male,Low,Research & Development,1,Yes,Yes,Frequently,15,40,3,Yes,Yes,2,12,2,2,2,2,Yes
47,Male,Medium,Research & Development,8,Yes,No,None,14,40,2,No,,,18,4,16,8,1,No
46,Male,High,Sales,1,Yes,Yes,Rarely,9,40,4,No,,,16,4,9,9,4,Yes
35,Male,Low,Research & Development,1,Yes,No,Rarely,8,40,4,No,,,19,5,1,1,0,No
42,Male,Medium,Research & Development,1,Yes,Yes,Rarely,24,40,1,Yes,Yes,1,21,5,10,10,5,No
27,Female,Low,Research & Development,0,Yes,No,Frequently,5,40,4,No,,,14,3,6,5,0,No
60,Female,High,Sales,4,Yes,No,Frequently,28,40,1,Yes,Yes,2,19,5,22,18,13,No
42,Male,High,Research & Development,0,Yes,Yes,Rarely,2,40,1,No,,,17,4,23,22,13,No
25,Male,Low,Sales,1,Yes,Yes,Frequently,24,40,4,No,,,14,2,1,1,1,Yes
25,Male,Medium,Sales,0,Yes,Yes,Rarely,10,40,4,No,,,14,3,5,4,1,No
28,Male,Low,Research & Development,1,Yes,Yes,Rarely,24,40,2,No,,,17,4,1,1,0,Yes
39,Male,Medium,Research & Development,1,Yes,Yes,Rarely,9,40,1,No,,,25,5,10,10,7,No
29,Male,Low,Research & Development,1,Yes,No,Rarely,18,40,4,Yes,No,,13,2,4,4,0,Yes
35,Male,High,Research & Development,3,Yes,No,Rarely,25,40,2,No,,,16,4,16,13,4,No
45,Female,Medium,Research & Development,4,Yes,No,Rarely,7,40,3,Yes,Yes,2,19,5,7,3,0,No
23,Male,Low,Research & Development,1,Yes,No,Rarely,1,40,3,No,,,22,5,1,1,0,No
37,Male,High,Research & Development,1,Yes,Yes,Frequently,11,40,4,No,,,14,3,10,10,0,No
36,Male,Medium,Human Resources,1,Yes,No,Frequently,2,40,4,No,,,21,5,10,10,0,No
25,Male,Medium,Sales,1,Yes,No,Rarely,4,40,1,No,,,12,1,5,5,0,No
37,Female,Medium,Research & Development,6,Yes,Yes,Rarely,1,40,2,No,,,12,1,8,6,4,No
28,Male,Medium,Research & Development,0,Yes,Yes,Rarely,16,40,1,No,,,19,4,9,8,0,No
38,Female,High,Research & Development,3,Yes,Yes,Rarely,10,40,3,No,,,12,2,20,18,1,No
50,Female,High,Research & Development,2,Yes,No,Frequently,2,40,1,Yes,No,,22,5,32,2,2,No
33,Female,High,Research & Development,6,Yes,Yes,Frequently,5,40,2,No,,,11,1,12,10,8,No
40,Female,Medium,Sales,7,Yes,No,Rarely,2,40,2,Yes,Yes,1,12,1,8,5,1,No
21,Male,Low,Sales,1,Yes,Yes,None,9,40,4,Yes,Yes,0,24,5,3,3,2,No
54,Female,Medium,Research & Development,3,Yes,No,Frequently,20,40,3,No,,,12,2,20,4,0,No
34,Male,High,Sales,1,Yes,No,Rarely,13,40,3,No,,,18,4,9,8,1,No
30,Female,Low,Human Resources,6,Yes,No,Frequently,8,40,4,No,,,11,1,6,4,1,Yes
45,Male,Medium,Research & Development,1,Yes,No,None,23,40,1,No,,,15,3,9,9,0,No
28,Male,Low,Research & Development,1,Yes,No,None,16,40,3,No,,,14,3,5,5,1,No
34,Male,Medium,Sales,1,Yes,No,None,10,40,3,No,,,14,3,15,15,0,No
48,Male,High,Research & Development,7,Yes,No,Rarely,4,40,3,No,,,14,3,27,15,4,No
34,Male,Low,Research & Development,1,Yes,Yes,None,16,40,1,No,,,23,5,5,5,3,Yes
25,Female,Low,Research & Development,1,Yes,Yes,Rarely,1,40,2,Yes,Yes,2,18,4,2,2,2,No
38,Female,Medium,Sales,2,Yes,No,Rarely,2,40,4,No,,,20,5,20,4,0,No
26,Female,Low,Research & Development,1,Yes,No,Frequently,5,40,3,No,,,14,3,8,8,1,Yes
34,Male,Medium,Research & Development,4,Yes,Yes,Rarely,29,40,3,No,,,13,2,10,8,7,No
34,Female,Medium,Research & Development,1,Yes,Yes,Rarely,2,40,4,No,,,11,1,14,14,4,No
40,Female,High,Research & Development,1,Yes,No,Rarely,15,40,3,No,,,13,2,18,18,14,No
24,Male,Medium,Research & Development,1,Yes,No,Rarely,9,40,3,No,,,16,3,5,5,0,No
36,Male,Low,Research & Development,0,Yes,Yes,Rarely,6,40,4,Yes,Yes,0,11,1,16,15,10,No
38,Female,Medium,Research & Development,4,Yes,Yes,Rarely,1,40,3,No,,,14,3,10,1,0,No
46,Male,Medium,Research & Development,2,Yes,No,Rarely,2,40,4,No,,,11,1,12,6,1,No
30,Female,Medium,Sales,0,Yes,No,Rarely,12,40,3,Yes,No,0,11,1,6,5,4,No
31,Male,Medium,Sales,2,Yes,Yes,Rarely,13,40,1,No,,,17,4,9,3,1,Yes
50,Female,High,Research & Development,5,Yes,Yes,Rarely,7,40,3,Yes,No,0,12,2,29,27,13,No
25,Male,Medium,Research & Development,1,Yes,Yes,Rarely,4,40,4,Yes,Yes,0,15,3,7,7,5,Yes
36,Male,Medium,Research & Development,4,Yes,Yes,Frequently,18,40,4,No,,,18,4,4,1,0,No
46,Female,High,Sales,2,Yes,No,Rarely,4,40,2,No,,,14,2,26,11,0,No
35,Female,High,Human Resources,1,Yes,No,Rarely,26,40,4,No,,,16,3,9,9,1,No
29,Male,Medium,Research & Development,1,Yes,Yes,Rarely,3,40,1,No,,,18,4,10,10,1,No
40,Male,Low,Research & Development,8,Yes,Yes,Rarely,1,40,4,No,,,19,4,8,1,0,No
49,Female,High,Research & Development,2,Yes,Yes,Rarely,6,40,3,No,,,19,5,30,15,2,No
32,Male,Medium,Research & Development,1,Yes,Yes,Frequently,24,40,4,Yes,Yes,0,15,3,10,10,4,No
42,Female,Low,Research & Development,6,Yes,No,Rarely,7,40,2,No,,,16,3,18,1,0,No
36,Female,High,Research & Development,1,Yes,Yes,Rarely,8,40,3,No,,,13,2,17,17,12,No
28,Female,Low,Research & Development,1,Yes,No,Rarely,8,40,4,No,,,21,5,5,5,0,No
37,Male,Medium,Research & Development,1,Yes,Yes,Rarely,1,40,3,No,,,18,4,7,7,0,No
45,Male,Low,Research & Development,4,Yes,No,Rarely,28,40,4,Yes,Yes,2,20,5,8,5,0,No
25,Male,Medium,Research & Development,3,Yes,No,Rarely,19,40,4,No,,,11,1,7,3,1,No
29,Male,Medium,Sales,2,Yes,No,Rarely,20,40,4,No,,,14,3,10,3,0,No
18,Male,Low,Research & Development,1,Yes,Yes,None,5,40,4,No,,,15,3,0,0,0,No
42,Male,Medium,Research & Development,3,Yes,Yes,Rarely,2,40,4,No,,,23,5,14,1,0,No
40,Male,High,Research & Development,0,Yes,No,Rarely,2,40,3,No,,,19,4,22,21,3,No
34,Male,Medium,Research & Development,1,Yes,No,Frequently,10,40,3,No,,,17,4,5,5,2,No
33,Male,Medium,Human Resources,1,Yes,No,Rarely,2,40,3,No,,,13,2,5,5,1,No
41,Male,Medium,Sales,1,Yes,No,Rarely,1,40,1,No,,,16,3,10,10,0,No
32,Female,Medium,Research & Development,4,Yes,No,Frequently,2,40,3,No,,,14,2,10,8,0,No
33,Male,Medium,Sales,2,Yes,Yes,Rarely,8,40,1,No,,,13,2,8,2,2,No
38,Male,Medium,Sales,8,Yes,No,Rarely,3,40,4,Yes,No,,12,1,19,1,0,No
50,Male,High,Research & Development,6,Yes,No,Rarely,10,40,4,No,,,15,3,20,4,1,No
30,Male,Low,Sales,1,Yes,Yes,Rarely,9,40,4,No,,,13,2,1,1,0,Yes
26,Male,Low,Research & Development,6,Yes,Yes,Frequently,2,40,1,Yes,Yes,0,14,3,6,3,1,Yes
42,Male,Medium,Research & Development,6,Yes,Yes,Rarely,18,40,1,No,,,17,4,9,4,1,No
44,Male,Low,Research & Development,1,Yes,Yes,Rarely,9,40,1,No,,,13,2,8,8,7,No
36,Female,Medium,Sales,6,Yes,Yes,Rarely,1,40,3,No,,,13,2,15,1,0,No
23,Male,Low,Research & Development,1,Yes,No,Rarely,26,40,4,Yes,No,1,12,2,4,4,0,No
41,Male,Low,Research & Development,1,Yes,No,Rarely,9,40,1,No,,,20,5,5,5,0,No
48,Female,High,Research & Development,7,Yes,No,Rarely,1,40,1,Yes,No,2,11,1,21,3,0,No
36,Female,Medium,Sales,1,Yes,Yes,Rarely,10,40,3,No,,,13,2,10,10,1,No
40,Male,Medium,Research & Development,9,Yes,Yes,None,9,40,4,No,,,14,2,5,3,0,No
31,Male,High,Research & Development,1,Yes,Yes,Rarely,9,40,2,No,,,25,5,13,13,0,No
40,Female,Medium,Sales,7,Yes,Yes,Rarely,10,40,2,No,,,12,1,7,5,1,No
34,Male,Low,Research & Development,0,Yes,No,Rarely,19,40,4,No,,,11,1,3,2,1,No
26,Male,Medium,Research & Development,1,Yes,No,Rarely,2,40,4,No,,,12,2,8,8,1,No
37,Female,Low,Research & Development,0,Yes,Yes,Rarely,10,40,1,No,,,13,2,6,5,4,No
23,Male,Low,Sales,3,Yes,No,Rarely,2,40,1,No,,,13,2,3,0,0,No
40,Male,High,Sales,7,Yes,No,Rarely,4,40,4,No,,,11,1,15,12,2,No
24,Male,Low,Research & Development,0,Yes,Yes,Rarely,18,40,3,No,,,12,1,6,5,1,No
35,Female,Low,Research & Development,1,Yes,No,Rarely,1,40,4,Yes,Yes,2,12,2,4,4,1,No
33,Male,Medium,Sales,1,Yes,No,Rarely,2,40,4,No,,,14,2,6,6,0,No
19,Female,Low,Research & Development,1,Yes,No,Rarely,3,40,2,No,,,14,3,1,1,0,No
38,Female,Medium,Sales,1,Yes,Yes,None,10,40,4,Yes,Yes,1,13,2,6,5,1,No
54,Female,Medium,Sales,2,Yes,No,Rarely,3,40,1,No,,,14,3,16,6,0,No
43,Male,High,Sales,5,Yes,No,Rarely,25,40,4,No,,,13,2,18,1,0,No
54,Female,High,Research & Development,6,Yes,Yes,Rarely,1,40,4,No,,,19,4,29,20,12,No
42,Female,Low,Research & Development,0,Yes,Yes,Rarely,2,40,1,No,,,11,1,10,9,7,No
29,Female,Medium,Sales,1,Yes,No,Rarely,3,40,3,No,,,14,3,6,6,1,No
24,Male,Low,Research & Development,1,Yes,No,None,9,40,2,No,,,11,1,1,1,0,No
43,Female,High,Research & Development,8,Yes,Yes,Frequently,27,40,1,No,,,11,1,18,8,0,No
36,Male,Medium,Research & Development,3,Yes,Yes,Frequently,6,40,1,No,,,13,2,9,3,0,No
19,Female,Low,Sales,0,Yes,Yes,Frequently,1,40,1,No,,,21,5,1,0,0,Yes
38,Female,Medium,Sales,2,Yes,No,Rarely,16,40,2,Yes,Yes,0,12,1,8,3,1,No
35,Male,Medium,Sales,3,Yes,No,Frequently,12,40,4,No,,,24,5,13,11,6,Yes
50,Female,High,Sales,3,Yes,No,Rarely,1,40,4,No,,,11,1,32,7,0,No
36,Female,Medium,Research & Development,4,Yes,Yes,Rarely,5,40,1,Yes,Yes,0,12,2,9,3,0,No
25,Male,Medium,Sales,3,Yes,Yes,Rarely,9,40,1,No,,,12,2,6,3,2,Yes
24,Female,Medium,Sales,1,Yes,No,Rarely,10,40,3,No,,,12,2,5,5,0,No
58,Male,High,Research & Development,2,Yes,No,Frequently,15,40,3,Yes,No,1,14,3,23,2,2,No
45,Female,High,Research & Development,1,Yes,Yes,Rarely,28,40,2,No,,,11,1,21,21,8,No
32,Female,Low,Research & Development,1,Yes,No,Rarely,2,40,2,No,,,13,2,8,8,0,No
37,Female,Medium,Research & Development,7,Yes,Yes,Rarely,25,40,4,No,,,13,2,9,6,1,No
35,Male,Medium,Sales,6,Yes,No,Rarely,15,40,4,No,,,14,3,7,2,2,Yes
39,Female,Medium,Research & Development,1,Yes,No,Rarely,2,40,3,No,,,11,1,20,20,11,No
35,Female,Low,Sales,1,Yes,No,Rarely,8,40,4,No,,,16,4,3,3,0,No
50,Male,High,Human Resources,1,Yes,No,Frequently,3,40,2,No,,,11,1,32,32,10,No
41,Male,Low,Research & Development,2,Yes,No,Rarely,19,40,1,No,,,16,3,17,1,0,No
41,Male,Medium,Research & Development,6,Yes,Yes,Rarely,6,40,2,No,,,15,3,8,5,1,No
36,Male,Medium,Sales,1,Yes,No,Rarely,1,40,4,No,,,14,3,18,18,4,No
42,Male,High,Research & Development,1,Yes,Yes,Frequently,8,40,4,No,,,13,2,24,24,14,No
45,Male,High,Research & Development,9,Yes,Yes,None,2,40,4,No,,,23,5,22,20,11,No
30,Male,Low,Research & Development,0,Yes,Yes,Rarely,2,40,4,No,,,13,2,6,5,1,No
28,Female,High,Sales,3,Yes,No,Rarely,13,40,3,No,,,11,1,6,2,2,Yes
21,Female,Low,Sales,1,Yes,No,Rarely,12,40,2,No,,,15,3,1,1,0,Yes
29,Female,Low,Research & Development,1,Yes,Yes,Rarely,1,40,1,No,,,11,1,1,1,0,Yes
39,Male,Low,Sales,3,Yes,No,Rarely,5,40,4,No,,,14,3,19,1,0,Yes
54,Female,Medium,Research & Development,7,Yes,No,Rarely,8,40,3,No,,,11,1,19,1,0,No
29,Male,Medium,Research & Development,1,Yes,No,Rarely,8,40,4,No,,,15,3,10,10,1,No
38,Male,Medium,Sales,3,Yes,Yes,None,2,40,4,Yes,Yes,0,18,4,13,8,7,No
28,Male,Medium,Sales,1,Yes,No,None,4,40,3,No,,,15,3,5,5,0,No
21,Male,Low,Research & Development,1,Yes,Yes,Rarely,3,40,3,No,,,17,4,3,3,1,No
55,Male,High,Sales,3,Yes,Yes,Rarely,1,40,4,No,,,14,3,24,1,1,No
19,Male,Low,Research & Development,1,Yes,No,Rarely,2,40,4,Yes,No,,22,5,1,1,1,Yes
23,Male,Low,Research & Development,1,Yes,No,Rarely,12,40,4,No,,,13,2,5,5,1,No
40,Female,Medium,Research & Development,2,Yes,Yes,Rarely,12,40,1,Yes,Yes,0,12,1,15,7,7,No
24,Female,Low,Sales,1,Yes,No,Rarely,1,40,2,No,,,16,3,6,5,1,Yes
33,Female,Medium,Sales,0,Yes,No,Frequently,7,40,2,No,,,17,4,4,3,0,No
52,Male,High,Sales,1,Yes,No,None,2,40,3,No,,,18,4,33,33,15,No
35,Male,High,Sales,3,Yes,No,Rarely,17,40,1,Yes,No,3,15,3,15,7,1,No
33,Female,Low,Research & Development,7,Yes,Yes,Rarely,2,40,1,Yes,No,4,20,5,13,9,1,Yes
41,Male,Medium,Research & Development,3,Yes,No,Rarely,12,40,4,No,,,11,1,6,1,0,No
52,Male,High,Research & Development,0,Yes,Yes,Rarely,1,40,3,No,,,14,3,34,33,11,No
28,Female,Low,Research & Development,1,Yes,Yes,Rarely,12,40,4,Yes,Yes,0,11,1,1,1,0,Yes
18,Male,Low,Research & Development,1,Yes,Yes,None,8,40,3,No,,,12,1,0,0,0,Yes
42,Male,Low,Research & Development,8,Yes,Yes,Rarely,12,40,2,No,,,22,5,7,5,0,No
45,Male,High,Research & Development,0,Yes,No,Rarely,20,40,4,Yes,No,1,14,3,21,20,4,No
36,Female,High,Sales,0,Yes,No,Frequently,11,40,4,No,,,14,3,10,9,2,No
31,Male,Low,Sales,0,Yes,Yes,Frequently,20,40,4,No,,,12,1,3,2,2,No
38,Female,Medium,Research & Development,3,Yes,Yes,Rarely,3,40,3,No,,,20,5,19,3,2,No
36,Male,Medium,Sales,2,Yes,Yes,Rarely,17,40,2,No,,,16,4,12,4,1,No
38,Female,Medium,Research & Development,6,Yes,No,Frequently,2,40,1,No,,,12,1,17,15,4,No
25,Female,Medium,Sales,1,Yes,Yes,Rarely,26,40,4,Yes,Yes,1,23,5,6,6,1,No
27,Female,Medium,Sales,1,Yes,Yes,Rarely,8,40,2,No,,,18,4,8,8,0,No
26,Female,Low,Sales,0,Yes,No,Rarely,5,40,3,No,,,18,4,5,4,0,No
32,Male,Medium,Sales,8,Yes,Yes,Frequently,10,40,4,No,,,13,2,4,0,0,No
41,Male,High,Sales,1,Yes,Yes,Frequently,4,40,2,No,,,18,4,8,8,7,Yes
27,Male,Low,Research & Development,1,Yes,No,Rarely,2,40,2,No,,,11,1,6,5,1,No
33,Female,High,Research & Development,4,Yes,No,Rarely,1,40,3,No,,,19,4,10,6,0,No
43,Male,Low,Research & Development,4,Yes,No,None,7,40,4,Yes,Yes,0,14,3,7,5,2,No
48,Male,Medium,Sales,3,Yes,No,Rarely,2,40,2,No,,,12,2,12,2,2,No
45,Male,High,Research & Development,0,Yes,Yes,Rarely,1,40,4,No,,,11,1,25,24,1,No
32,Male,Medium,Research & Development,1,Yes,Yes,Rarely,7,40,3,No,,,18,4,10,10,1,Yes
38,Male,Medium,Research & Development,3,Yes,No,Rarely,18,40,4,No,,,16,3,15,1,1,No
41,Female,Low,Research & Development,4,Yes,Yes,Rarely,2,40,4,No,,,13,2,10,7,1,Yes
40,Male,High,Sales,2,Yes,No,Rarely,25,40,2,No,,,12,1,9,5,1,Yes
36,Male,Medium,Research & Development,6,Yes,Yes,Rarely,3,40,1,No,,,20,5,13,5,0,No
33,Female,Low,Sales,0,Yes,No,None,8,40,4,No,,,19,4,3,2,2,No
29,Male,Medium,Research & Development,4,Yes,Yes,Rarely,13,40,2,No,,,13,2,10,4,0,No
55,Female,High,Sales,3,Yes,No,Rarely,18,40,2,No,,,23,5,37,10,7,No
31,Male,Medium,Research & Development,1,Yes,Yes,Rarely,11,40,1,No,,,12,1,6,6,0,No
50,Male,High,Sales,4,Yes,No,Rarely,9,40,3,No,,,16,3,27,1,0,No
59,Male,Low,Human Resources,8,Yes,No,Rarely,6,40,3,No,,,17,4,7,2,2,No
30,Female,Medium,Sales,7,Yes,Yes,None,25,40,3,No,,,12,1,4,2,2,No
31,Male,Medium,Research & Development,0,Yes,Yes,Rarely,5,40,4,No,,,12,1,6,5,0,No
45,Male,Medium,Research & Development,1,Yes,Yes,Rarely,1,40,2,Yes,Yes,0,12,1,10,10,7,No
34,Male,Medium,Research & Development,2,Yes,Yes,Rarely,8,40,3,No,,,12,2,6,4,1,No
44,Female,Medium,Sales,5,Yes,Yes,Rarely,1,40,1,No,,,21,5,9,4,1,No
43,Male,Low,Research & Development,7,Yes,Yes,Frequently,21,40,4,No,,,20,5,8,3,1,No
38,Female,Medium,Research & Development,7,Yes,Yes,None,6,40,4,Yes,Yes,0,12,1,17,13,1,No
25,Female,Medium,Sales,0,Yes,Yes,Rarely,8,40,3,Yes,Yes,1,22,5,6,5,0,No
40,Male,High,Sales,1,Yes,Yes,Rarely,7,40,2,Yes,No,1,14,3,21,21,12,No
18,Female,Low,Sales,1,Yes,Yes,Frequently,3,40,4,Yes,No,,12,1,0,0,0,Yes
41,Male,Medium,Sales,7,Yes,No,None,10,40,4,Yes,Yes,2,14,3,16,14,1,No
40,Male,Medium,Research & Development,8,Yes,Yes,Frequently,9,40,2,No,,,14,3,3,1,0,No
56,Male,Medium,Research & Development,1,Yes,Yes,None,1,40,3,No,,,21,5,13,13,1,No
31,Male,Low,Sales,3,Yes,No,Rarely,7,40,3,No,,,15,3,13,7,5,No
45,Male,Medium,Research & Development,1,Yes,No,None,4,40,2,No,,,12,1,9,9,0,No
34,Male,Medium,Research & Development,0,Yes,Yes,Frequently,1,40,1,Yes,Yes,0,20,5,14,13,4,No
41,Male,High,Sales,1,Yes,Yes,Rarely,6,40,3,No,,,12,2,10,10,8,No
27,Male,Low,Sales,0,Yes,No,Rarely,2,40,1,No,,,11,1,5,4,0,Yes
43,Male,High,Research & Development,1,Yes,No,Rarely,15,40,3,No,,,24,5,14,14,6,No
34,Male,Medium,Human Resources,0,Yes,Yes,Rarely,3,40,4,No,,,19,4,4,3,0,No
36,Female,Medium,Research & Development,3,Yes,Yes,Rarely,10,40,3,No,,,12,1,10,7,1,No
50,Female,High,Research & Development,4,Yes,Yes,Rarely,28,40,1,No,,,11,1,25,3,1,No
21,Female,Low,Research & Development,1,Yes,Yes,Rarely,10,40,1,No,,,13,2,1,1,1,Yes
29,Male,Medium,Research & Development,8,Yes,Yes,Frequently,1,40,3,No,,,12,1,10,3,0,No
31,Female,Medium,Sales,2,Yes,No,Rarely,10,40,4,No,,,11,1,8,5,1,No
30,Female,Medium,Sales,1,Yes,No,Rarely,5,40,3,Yes,Yes,0,13,2,10,10,1,No
26,Female,Medium,Research & Development,1,Yes,Yes,Frequently,1,40,2,No,,,20,5,6,6,1,No
45,Female,Medium,Research & Development,0,Yes,Yes,Rarely,25,40,4,No,,,13,2,10,9,3,No
26,Male,Medium,Sales,8,Yes,Yes,None,29,40,1,No,,,18,4,7,2,2,Yes
39,Male,High,Research & Development,2,Yes,No,None,9,40,4,No,,,13,2,21,6,1,No
44,Male,Low,Research & Development,3,Yes,No,Frequently,24,40,3,Yes,Yes,0,22,5,19,1,0,Yes
27,Male,Medium,Research & Development,1,Yes,No,Rarely,1,40,2,No,,,11,1,5,5,0,No
35,Female,Medium,Research & Development,2,Yes,Yes,None,2,40,1,No,,,11,1,16,1,0,No
55,Male,Medium,Sales,4,Yes,Yes,Rarely,2,40,4,Yes,Yes,1,16,4,12,9,7,Yes
40,Male,Medium,Sales,0,Yes,No,Rarely,9,40,1,Yes,Yes,0,12,2,9,8,7,No
34,Male,High,Research & Development,7,Yes,No,Frequently,15,40,1,No,,,14,3,16,14,6,No
47,Male,Low,Sales,3,Yes,Yes,Frequently,4,40,3,No,,,19,4,5,0,0,No
28,Male,High,Sales,0,Yes,Yes,Rarely,5,40,1,No,,,18,4,6,5,1,No
28,Male,Low,Research & Development,5,Yes,No,Rarely,2,40,4,No,,,13,2,5,3,2,Yes
55,Male,High,Sales,6,Yes,No,Rarely,13,40,3,No,,,17,4,24,19,3,Yes
43,Male,Low,Research & Development,9,Yes,Yes,Frequently,17,40,3,No,,,16,4,6,1,0,Yes
26,Female,Medium,Research & Development,3,Yes,No,Frequently,1,40,4,No,,,14,3,5,2,2,No
28,Male,High,Research & Development,1,Yes,Yes,None,24,40,1,No,,,12,2,10,10,1,Yes
45,Female,Medium,Research & Development,1,Yes,No,Rarely,2,40,4,No,,,19,4,10,10,3,No
33,Male,Medium,Research & Development,1,Yes,No,Rarely,25,40,2,Yes,Yes,0,13,2,5,5,0,No
35,Male,High,Sales,0,Yes,Yes,Rarely,4,40,1,No,,,22,5,9,8,4,Yes
